-0.25 0 0 0
0.25 0 0 0
0.75 0 0 0
1.25 0 0 0
1.75 0 0 0
2.25 0 0 0
2.75 0 0 0
3.25 0 0 0
3.75 0 0 0
4.25 0 4.2311e-06 0
4.75 0 1.10547e-06 0
5.25 1.18305e-07 1.33374e-07 2.67101e-05
5.75 9.5542e-08 4.36031e-08 9.95789e-06
6.25 6.76489e-08 9.29771e-09 2.53795e-06
6.75 6.28397e-08 8.01527e-09 9.60887e-07
7.25 6.02748e-08 7.05344e-09 6.45474e-07
7.75 5.70687e-08 9.61833e-09 4.87768e-07
8.25 4.2e-08 5.12977e-09 3.56778e-07
8.75 3.30229e-08 2.8855e-09 2.48193e-07
9.25 2.56489e-08 3.84733e-09 1.74942e-07
9.75 2.08397e-08 3.20611e-09 1.04276e-07
10.25 1.3145e-08 1.60305e-09 6.80807e-08
10.75 1.21832e-08 3.20611e-10 3.87802e-08
11.25 8.33588e-09 0 3.18859e-08
11.75 8.01527e-09 3.20611e-10 1.72356e-08
12.25 6.73283e-09 0 1.03414e-08
12.75 3.84733e-09 0 6.03247e-09
13.25 2.8855e-09 0 6.03247e-09
13.75 9.61833e-10 0 3.44713e-09
14.25 9.61833e-10 0 1.72356e-09
14.75 6.41222e-10 0 2.58534e-09
15.25 3.20611e-10 0 4.30891e-09
15.75 0 0 8.61782e-10
16.25 0 0 8.61782e-10
16.75 0 0 8.61782e-10
17.25 0 0 0
17.75 0 0 8.61782e-10
18.25 0 0 0
18.75 0 0 0
19.25 0 0 0
19.75 0 0 0
20.25 0 0 0
20.75 3.20611e-10 3.20611e-10 0
21.25 0 0 0
21.75 0 0 0
22.25 0 0 0
22.75 0 0 0
23.25 0 0 0
23.75 0 0 0
24.25 0 0 0
24.75 0 0 0
25.25 0 0 0
25.75 0 0 0
26.25 0 0 0
26.75 0 0 0
27.25 0 0 0
27.75 0 0 0
28.25 0 0 0
28.75 0 0 0
29.25 0 0 0
29.75 0 0 0
30.25 0 0 0
30.75 0 0 0
31.25 0 0 0
31.75 0 0 0
32.25 0 0 0
32.75 0 0 0
33.25 0 0 0
33.75 0 0 0
34.25 3.20611e-10 0 0
34.75 0 0 0
35.25 0 0 0
35.75 0 0 0
36.25 0 0 0
36.75 0 0 0
37.25 0 0 0
37.75 0 0 0
38.25 0 0 0
38.75 0 0 0
39.25 0 0 0
39.75 0 0 0
40.25 0 0 0
40.75 0 0 0
41.25 0 0 0
41.75 0 0 0
42.25 0 0 0
42.75 0 0 0
43.25 3.20611e-10 0 0
43.75 0 0 0
44.25 0 0 0
44.75 3.20611e-10 0 0
45.25 0 0 0
45.75 0 0 0
46.25 0 0 0
46.75 0 0 0
47.25 0 0 0
47.75 0 0 1.72356e-09
48.25 0 0 0
48.75 0 0 0
49.25 0 0 0
49.75 0 0 0
50.25 0 0 0
50.75 0 0 0
51.25 0 0 0
51.75 0 0 0
52.25 0 0 0
52.75 0 0 0
53.25 0 0 0
53.75 0 0 0
54.25 0 0 0
54.75 0 0 0
55.25 0 0 0
55.75 0 0 0
56.25 0 0 0
56.75 0 0 0
57.25 0 0 0
57.75 0 0 0
58.25 0 0 0
58.75 0 0 0
59.25 0 0 0
59.75 0 0 0
60.25 0 0 0
60.75 0 0 0
61.25 0 0 0
61.75 0 0 0
62.25 0 0 0
62.75 0 0 0
63.25 0 0 0
63.75 0 0 0
64.25 0 0 0
64.75 0 0 0
65.25 0 0 0
65.75 0 0 0
66.25 0 0 0
66.75 0 0 0
67.25 0 0 0
67.75 0 0 0
68.25 0 0 0
68.75 0 0 0
69.25 0 0 0
69.75 0 0 0
70.25 0 0 0
70.75 0 0 0
71.25 0 0 0
71.75 0 0 0
72.25 0 0 0
72.75 3.20611e-10 0 0
73.25 0 0 0
73.75 0 0 0
74.25 0 0 0
74.75 0 0 0
75.25 0 0 0
75.75 0 0 0
76.25 0 0 0
76.75 0 0 0
77.25 0 0 0
77.75 0 0 0
78.25 0 0 0
78.75 0 0 0
79.25 0 0 0
79.75 0 0 0
80.25 0 0 0
80.75 0 0 0
81.25 0 0 0
81.75 0 0 0
82.25 0 0 0
82.75 0 0 0
83.25 0 0 0
83.75 0 0 0
84.25 0 0 0
84.75 0 0 0
85.25 0 0 0
85.75 0 0 0
86.25 0 0 0
86.75 0 0 0
87.25 0 0 0
87.75 0 0 0
88.25 0 0 0
88.75 0 0 0
89.25 0 0 0
89.75 0 0 0
90.25 0 0 0
90.75 0 0 0
91.25 0 0 0
91.75 0 0 0
92.25 0 0 0
92.75 0 0 0
93.25 0 0 0
93.75 0 0 0
94.25 0 0 0
94.75 0 0 0
95.25 0 0 0
95.75 0 0 0
96.25 0 0 0
96.75 0 0 0
97.25 0 0 0
97.75 0 0 0
98.25 0 0 0
98.75 0 0 0
99.25 0 0 0
