-0.25 0 0 0
0.25 0 0 0
0.75 0 0 0
1.25 3.47629e-06 0 2.21732
1.75 6.7359e-06 0 0.150246
2.25 1.18797e-05 0 0.0201209
2.75 1.93598e-05 0 0.0040406
3.25 2.96285e-05 0 0.0010618
3.75 4.3138e-05 0 0.000337954
4.25 6.03405e-05 6.89582e-06 0.000124164
4.75 8.16881e-05 1.80168e-06 5.09987e-05
5.25 1.92813e-07 2.17372e-07 3.62892e-05
5.75 1.55714e-07 7.1064e-08 1.35291e-05
6.25 1.10254e-07 1.51534e-08 3.44814e-06
6.75 1.02416e-07 1.30632e-08 1.30549e-06
7.25 9.82356e-08 1.14956e-08 8.76963e-07
7.75 9.30103e-08 1.56759e-08 6.62698e-07
8.25 6.84514e-08 8.36047e-09 4.8473e-07
8.75 5.38205e-08 4.70277e-09 3.37203e-07
9.25 4.18024e-08 6.27035e-09 2.37682e-07
9.75 3.39644e-08 5.2253e-09 1.41672e-07
10.25 2.14237e-08 2.61265e-09 9.24968e-08
10.75 1.98561e-08 5.2253e-10 5.2688e-08
11.25 1.35858e-08 0 4.33213e-08
11.75 1.30632e-08 5.2253e-10 2.34169e-08
12.25 1.09731e-08 0 1.40501e-08
12.75 6.27035e-09 0 8.19592e-09
13.25 4.70277e-09 0 8.19592e-09
13.75 1.56759e-09 0 4.68338e-09
14.25 1.56759e-09 0 2.34169e-09
14.75 1.04506e-09 0 3.51254e-09
15.25 5.2253e-10 0 5.85423e-09
15.75 0 0 1.17085e-09
16.25 0 0 1.17085e-09
16.75 0 0 1.17085e-09
17.25 0 0 0
17.75 0 0 1.17085e-09
18.25 0 0 0
18.75 0 0 0
19.25 0 0 0
19.75 0 0 0
20.25 0 0 0
20.75 5.2253e-10 5.2253e-10 0
21.25 0 0 0
21.75 0 0 0
22.25 0 0 0
22.75 0 0 0
23.25 0 0 0
23.75 0 0 0
24.25 0 0 0
24.75 0 0 0
25.25 0 0 0
25.75 0 0 0
26.25 0 0 0
26.75 0 0 0
27.25 0 0 0
27.75 0 0 0
28.25 0 0 0
28.75 0 0 0
29.25 0 0 0
29.75 0 0 0
30.25 0 0 0
30.75 0 0 0
31.25 0 0 0
31.75 0 0 0
32.25 0 0 0
32.75 0 0 0
33.25 0 0 0
33.75 0 0 0
34.25 5.2253e-10 0 0
34.75 0 0 0
35.25 0 0 0
35.75 0 0 0
36.25 0 0 0
36.75 0 0 0
37.25 0 0 0
37.75 0 0 0
38.25 0 0 0
38.75 0 0 0
39.25 0 0 0
39.75 0 0 0
40.25 0 0 0
40.75 0 0 0
41.25 0 0 0
41.75 0 0 0
42.25 0 0 0
42.75 0 0 0
43.25 5.2253e-10 0 0
43.75 0 0 0
44.25 0 0 0
44.75 5.2253e-10 0 0
45.25 0 0 0
45.75 0 0 0
46.25 0 0 0
46.75 0 0 0
47.25 0 0 0
47.75 0 0 2.34169e-09
48.25 0 0 0
48.75 0 0 0
49.25 0 0 0
49.75 0 0 0
50.25 0 0 0
50.75 0 0 0
51.25 0 0 0
51.75 0 0 0
52.25 0 0 0
52.75 0 0 0
53.25 0 0 0
53.75 0 0 0
54.25 0 0 0
54.75 0 0 0
55.25 0 0 0
55.75 0 0 0
56.25 0 0 0
56.75 0 0 0
57.25 0 0 0
57.75 0 0 0
58.25 0 0 0
58.75 0 0 0
59.25 0 0 0
59.75 0 0 0
60.25 0 0 0
60.75 0 0 0
61.25 0 0 0
61.75 0 0 0
62.25 0 0 0
62.75 0 0 0
63.25 0 0 0
63.75 0 0 0
64.25 0 0 0
64.75 0 0 0
65.25 0 0 0
65.75 0 0 0
66.25 0 0 0
66.75 0 0 0
67.25 0 0 0
67.75 0 0 0
68.25 0 0 0
68.75 0 0 0
69.25 0 0 0
69.75 0 0 0
70.25 0 0 0
70.75 0 0 0
71.25 0 0 0
71.75 0 0 0
72.25 0 0 0
72.75 5.2253e-10 0 0
73.25 0 0 0
73.75 0 0 0
74.25 0 0 0
74.75 0 0 0
75.25 0 0 0
75.75 0 0 0
76.25 0 0 0
76.75 0 0 0
77.25 0 0 0
77.75 0 0 0
78.25 0 0 0
78.75 0 0 0
79.25 0 0 0
79.75 0 0 0
80.25 0 0 0
80.75 0 0 0
81.25 0 0 0
81.75 0 0 0
82.25 0 0 0
82.75 0 0 0
83.25 0 0 0
83.75 0 0 0
84.25 0 0 0
84.75 0 0 0
85.25 0 0 0
85.75 0 0 0
86.25 0 0 0
86.75 0 0 0
87.25 0 0 0
87.75 0 0 0
88.25 0 0 0
88.75 0 0 0
89.25 0 0 0
89.75 0 0 0
90.25 0 0 0
90.75 0 0 0
91.25 0 0 0
91.75 0 0 0
92.25 0 0 0
92.75 0 0 0
93.25 0 0 0
93.75 0 0 0
94.25 0 0 0
94.75 0 0 0
95.25 0 0 0
95.75 0 0 0
96.25 0 0 0
96.75 0 0 0
97.25 0 0 0
97.75 0 0 0
98.25 0 0 0
98.75 0 0 0
99.25 0 0 0
